Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Maharashtra,,,,,
Arhar/Tur,,,,,
,,Rabi       ,260,70,0.27
,,Summer     ,3700,3050,0.82
,,Total,4557,3478,0.76
 24.RAIGAD, 2016-17,Kharif     ,1500,700,0.47
, 2017-18,Kharif     ,1000,400,0.40
, 2018-19,Kharif     ,1842,871,0.47
 25.RATNAGIRI, 2016-17,Kharif     ,800,400,0.50
, 2017-18,Kharif     ,500,300,0.60
,,Rabi       ,41,38,0.93
,,Total,541,338,0.62
, 2018-19,Kharif     ,443,247,0.56
,,Rabi       ,20,20,1.00
,,Total,463,267,0.58
 26.SANGLI, 2016-17,Kharif     ,2000,900,0.45
,,Rabi       ,700,300,0.43
,,Summer     ,450,800,1.78
,,Total,3150,2000,0.63
, 2017-18,Kharif     ,1300,600,0.46
,,Rabi       ,20,7,0.35
,,Summer     ,167,200,1.20
,,Total,1487,807,0.54
, 2018-19,Kharif     ,1043,99,0.09
,,Rabi       ,10,2,0.20
,,Total,1053,101,0.10
 27.SATARA, 2016-17,Kharif     ,500,200,0.40
,,Rabi       ,2,1,0.50
,,Total,502,201,0.40
, 2017-18,Kharif     ,700,300,0.43
,,Rabi       ,33,12,0.36
,,Total,733,312,0.43
, 2018-19,Kharif     ,540,243,0.45
,,Rabi       ,100,30,0.30
,,Total,640,273,0.43
 28.SINDHUDURG, 2017-18,Kharif     ,79,36,0.46
,,Rabi       ,2,2,0.95
,,Total,81,38,0.47
, 2018-19,Kharif     ,55,31,0.56
,,Rabi       ,170,100,0.59
,,Total,225,131,0.58
 29.SOLAPUR, 2016-17,Kharif     ,400,90,0.23
,,Rabi       ,900,260,0.29
,,Summer     ,60,100,1.67
,,Total,1360,450,0.33
, 2017-18,Kharif     ,400,110,0.28
,,Rabi       ,1400,510,0.36
,,Summer     ,20,10,0.50
,,Total,1820,630,0.35
, 2018-19,Kharif     ,508,147,0.29
,,Rabi       ,30,5,0.17
,,Summer     ,10,10,1.00
,,Total,548,162,0.30
 30.THANE, 2016-17,Kharif     ,1300,800,0.62
, 2017-18,Kharif     ,1600,900,0.56
, 2018-19,Kharif     ,833,482,0.58
 31.WASHIM, 2016-17,Rabi       ,100,40,0.40
, 2017-18,Kharif     ,20,6,0.30
, 2018-19,Kharif     ,777,233,0.30
,,Rabi       ,100,,0.00
,,Total,877,233,0.27
Total - Other Cereals,,,221634.00,143390,0.65
Other Kharif pulses,,,,,
 1.AHMEDNAGAR, 2010-11,Kharif     ,5200,900,0.17
, 2011-12,Kharif     ,6200,1100,0.18
, 2012-13,Kharif     ,3800,600,0.16
, 2013-14,Kharif     ,10400,3100,0.30
, 2014-15,Kharif     ,3000,800,0.27
, 2015-16,Kharif     ,2100,500,0.24
, 2016-17,Kharif     ,4700,2800,0.60
, 2017-18,Kharif     ,3700,500,0.14
, 2018-19,Kharif     ,10582,1418,0.13
 2.AKOLA, 2010-11,Kharif     ,100,100,1.00
, 2011-12,Kharif     ,100,100,1.00
, 2012-13,Kharif     ,500,300,0.60
, 2013-14,Kharif     ,300,200,0.67
 3.AMRAVATI, 2010-11,Kharif     ,600,300,0.50
, 2011-12,Kharif     ,1600,800,0.50
, 2012-13,Kharif     ,800,400,0.50
, 2013-14,Kharif     ,1100,600,0.55
, 2014-15,Kharif     ,600,300,0.50
, 2015-16,Kharif     ,400,200,0.50
, 2016-17,Kharif     ,400,200,0.50
, 2017-18,Kharif     ,500,100,0.20
, 2018-19,Kharif     ,167,50,0.30
 4.AURANGABAD, 2010-11,Kharif     ,2400,1000,0.42
, 2011-12,Kharif     ,700,200,0.29
, 2012-13,Kharif     ,400,40,0.10
, 2013-14,Kharif     ,1200,300,0.25
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,400,100,0.25
, 2016-17,Kharif     ,2000,600,0.30
, 2017-18,Kharif     ,1200,200,0.17
, 2018-19,Kharif     ,309,65,0.21
 5.BEED, 2010-11,Kharif     ,4700,1900,0.40
, 2011-12,Kharif     ,2300,900,0.39
, 2012-13,Kharif     ,2300,400,0.17
, 2013-14,Kharif     ,2600,1600,0.62
, 2014-15,Kharif     ,2000,400,0.20
, 2015-16,Kharif     ,900,100,0.11
, 2016-17,Kharif     ,1400,610,0.44
, 2017-18,Kharif     ,200,60,0.30
, 2018-19,Kharif     ,967,222,0.23
 6.BHANDARA, 2011-12,Kharif     ,100,30,0.30
, 2016-17,Kharif     ,40,20,0.50
, 2017-18,Kharif     ,3,1,0.33
, 2018-19,Kharif     ,25,21,0.84
 7.BULDHANA, 2010-11,Kharif     ,500,300,0.60
, 2012-13,Kharif     ,300,200,0.67
, 2013-14,Kharif     ,1700,900,0.53
, 2014-15,Kharif     ,2200,600,0.27
, 2015-16,Kharif     ,600,400,0.67
, 2016-17,Kharif     ,500,200,0.40
, 2017-18,Kharif     ,260,100,0.38
, 2018-19,Kharif     ,306,92,0.30
 8.CHANDRAPUR, 2010-11,Kharif     ,1000,600,0.60
, 2011-12,Kharif     ,1300,300,0.23
, 2012-13,Kharif     ,2300,600,0.26
, 2013-14,Kharif     ,400,200,0.50
, 2014-15,Kharif     ,1100,300,0.27
, 2015-16,Kharif     ,1300,300,0.23
, 2016-17,Kharif     ,1400,700,0.50
, 2017-18,Kharif     ,730,100,0.14
, 2018-19,Kharif     ,733,403,0.55
 9.DHULE, 2010-11,Kharif     ,2300,900,0.39
, 2011-12,Kharif     ,1100,500,0.45
, 2012-13,Kharif     ,2200,600,0.27
, 2013-14,Kharif     ,3300,1000,0.30
, 2014-15,Kharif     ,1600,600,0.38
, 2015-16,Kharif     ,1200,400,0.33
, 2016-17,Kharif     ,1100,800,0.73
, 2017-18,Kharif     ,1500,700,0.47
, 2018-19,Kharif     ,160,56,0.35
 10.GADCHIROLI, 2010-11,Kharif     ,1400,800,0.57
, 2011-12,Kharif     ,1300,700,0.54
, 2012-13,Kharif     ,2000,700,0.35
, 2013-14,Kharif     ,1700,400,0.24
, 2014-15,Kharif     ,700,200,0.29
, 2016-17,Kharif     ,200,100,0.50
, 2017-18,Kharif     ,1100,200,0.18
, 2018-19,Kharif     ,130,39,0.30
 11.GONDIA, 2010-11,Kharif     ,100,40,0.40
, 2011-12,Kharif     ,600,100,0.17
, 2012-13,Kharif     ,100,40,0.40
, 2013-14,Kharif     ,100,,0.00
, 2014-15,Kharif     ,100,,0.00
, 2016-17,Kharif     ,200,100,0.50
, 2017-18,Kharif     ,100,13,0.13
 12.HINGOLI, 2010-11,Kharif     ,300,100,0.33
, 2011-12,Kharif     ,200,100,0.50
, 2012-13,Kharif     ,1400,200,0.14
, 2013-14,Kharif     ,700,200,0.29
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,19800,1500,0.08
, 2016-17,Kharif     ,200,100,0.50
, 2017-18,Kharif     ,200,,0.00
, 2018-19,Kharif     ,105,33,0.31
 13.JALGAON, 2010-11,Kharif     ,1100,400,0.36
, 2011-12,Kharif     ,1000,300,0.30
, 2012-13,Kharif     ,2600,600,0.23
, 2013-14,Kharif     ,1300,500,0.38
, 2014-15,Kharif     ,900,200,0.22
, 2015-16,Kharif     ,700,210,0.30
, 2016-17,Kharif     ,800,500,0.63
, 2017-18,Kharif     ,100,48,0.48
, 2018-19,Kharif     ,1598,671,0.42
 14.JALNA, 2010-11,Kharif     ,400,100,0.25
, 2011-12,Kharif     ,100,50,0.50
, 2012-13,Kharif     ,100,20,0.20
, 2013-14,Kharif     ,500,100,0.20
, 2014-15,Kharif     ,1000,200,0.20
, 2015-16,Kharif     ,300,100,0.33
, 2016-17,Kharif     ,300,100,0.33
, 2017-18,Kharif     ,400,100,0.25
, 2018-19,Kharif     ,1094,209,0.19
 15.KOLHAPUR, 2010-11,Kharif     ,3700,1100,0.30
, 2011-12,Kharif     ,2700,900,0.33
, 2012-13,Kharif     ,2700,500,0.19
, 2013-14,Kharif     ,2000,700,0.35
, 2014-15,Kharif     ,2500,900,0.36
, 2015-16,Kharif     ,2500,750,0.30
, 2016-17,Kharif     ,2000,800,0.40
, 2017-18,Kharif     ,4111,1800,0.44
, 2018-19,Kharif     ,1847,1256,0.68
 16.LATUR, 2010-11,Kharif     ,700,100,0.14
, 2011-12,Kharif     ,1200,200,0.17
, 2012-13,Kharif     ,1100,100,0.09
, 2013-14,Kharif     ,600,200,0.33
, 2014-15,Kharif     ,700,100,0.14
, 2015-16,Kharif     ,400,30,0.08
, 2016-17,Kharif     ,500,200,0.40
, 2017-18,Kharif     ,300,100,0.33
, 2018-19,Kharif     ,1303,404,0.31
 17.NAGPUR, 2010-11,Kharif     ,1900,800,0.42
, 2011-12,Kharif     ,2400,1100,0.46
, 2012-13,Kharif     ,2600,1000,0.38
, 2013-14,Kharif     ,2200,600,0.27
, 2014-15,Kharif     ,500,100,0.20
, 2015-16,Kharif     ,600,100,0.17
, 2016-17,Kharif     ,400,200,0.50
, 2017-18,Kharif     ,300,100,0.33
, 2018-19,Kharif     ,484,218,0.45
 18.NANDED, 2010-11,Kharif     ,800,300,0.38
, 2011-12,Kharif     ,500,100,0.20
, 2012-13,Kharif     ,5000,600,0.12
, 2013-14,Kharif     ,300,100,0.33
, 2014-15,Kharif     ,200,,0.00
, 2015-16,Kharif     ,200,20,0.10
, 2016-17,Kharif     ,400,200,0.50
 19.NANDURBAR, 2010-11,Kharif     ,2800,900,0.32
, 2011-12,Kharif     ,3000,1500,0.50
, 2012-13,Kharif     ,1400,600,0.43
, 2013-14,Kharif     ,600,200,0.33
, 2014-15,Kharif     ,1300,300,0.23
, 2015-16,Kharif     ,500,200,0.40
, 2016-17,Kharif     ,600,200,0.33
, 2017-18,Kharif     ,700,300,0.43
, 2018-19,Kharif     ,430,110,0.26
 20.NASHIK, 2010-11,Kharif     ,14100,5600,0.40
, 2011-12,Kharif     ,12100,6700,0.55
, 2012-13,Kharif     ,9500,3400,0.36
, 2013-14,Kharif     ,7400,4100,0.55
, 2014-15,Kharif     ,4600,1400,0.30
, 2015-16,Kharif     ,5500,1400,0.25
, 2016-17,Kharif     ,6200,2400,0.39
, 2017-18,Kharif     ,4600,2400,0.52
, 2018-19,Kharif     ,5708,2226,0.39
 21.OSMANABAD, 2010-11,Kharif     ,1700,500,0.29
, 2011-12,Kharif     ,800,200,0.25
, 2012-13,Kharif     ,2100,100,0.05
, 2013-14,Kharif     ,1800,400,0.22
, 2014-15,Kharif     ,2100,100,0.05
, 2015-16,Kharif     ,1100,100,0.09
, 2016-17,Kharif     ,2300,1100,0.48
, 2017-18,Kharif     ,1100,400,0.36
, 2018-19,Kharif     ,1789,447,0.25
 22.PALGHAR, 2014-15,Kharif     ,100,100,1.00
, 2015-16,Kharif     ,100,100,1.00
, 2016-17,Kharif     ,400,200,0.50
, 2017-18,Kharif     ,300,200,0.67
, 2018-19,Kharif     ,987,591,0.60
 23.PARBHANI, 2010-11,Kharif     ,1100,600,0.55
, 2011-12,Kharif     ,1100,600,0.55
, 2012-13,Kharif     ,500,50,0.10
, 2013-14,Kharif     ,800,200,0.25
, 2014-15,Kharif     ,1100,700,0.64
, 2015-16,Kharif     ,500,40,0.08
, 2016-17,Kharif     ,200,41,0.21
, 2017-18,Kharif     ,130,20,0.15
, 2018-19,Kharif     ,3859,617,0.16
 24.PUNE, 2010-11,Kharif     ,11900,4200,0.35
, 2011-12,Kharif     ,7700,2700,0.35
, 2012-13,Kharif     ,6300,2500,0.40
, 2013-14,Kharif     ,12100,3900,0.32
, 2014-15,Kharif     ,7700,1900,0.25
, 2015-16,Kharif     ,10500,2500,0.24
, 2016-17,Kharif     ,10500,5600,0.53
, 2017-18,Kharif     ,10400,2100,0.20
, 2018-19,Kharif     ,8768,6839,0.78
 25.RAIGAD, 2010-11,Kharif     ,300,100,0.33
, 2011-12,Kharif     ,300,100,0.33
, 2012-13,Kharif     ,600,300,0.50
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,2,1,0.50
, 2017-18,Kharif     ,200,100,0.50
 26.RATNAGIRI, 2010-11,Kharif     ,800,400,0.50
, 2011-12,Kharif     ,700,400,0.57
, 2012-13,Kharif     ,500,300,0.60
, 2013-14,Kharif     ,200,100,0.50
, 2014-15,Kharif     ,300,200,0.67
, 2015-16,Kharif     ,400,200,0.50
, 2016-17,Kharif     ,100,100,1.00
, 2018-19,Kharif     ,12,7,0.58
 27.SANGLI, 2010-11,Kharif     ,23300,16300,0.70
, 2011-12,Kharif     ,9000,3200,0.36
, 2012-13,Kharif     ,4300,1500,0.35
, 2013-14,Kharif     ,15500,7600,0.49
, 2014-15,Kharif     ,14400,7200,0.50
, 2015-16,Kharif     ,8300,2400,0.29
, 2016-17,Kharif     ,11600,3800,0.33
, 2017-18,Kharif     ,10400,3800,0.37
, 2018-19,Kharif     ,5688,1194,0.21
 28.SATARA, 2010-11,Kharif     ,37000,18800,0.51
, 2011-12,Kharif     ,26200,10500,0.40
, 2012-13,Kharif     ,7900,2400,0.30
, 2013-14,Kharif     ,29600,14700,0.50
, 2014-15,Kharif     ,24700,11100,0.45
, 2015-16,Kharif     ,42900,20600,0.48
, 2016-17,Kharif     ,36800,17700,0.48
, 2017-18,Kharif     ,36000,39600,1.10
, 2018-19,Kharif     ,37342,22891,0.61
 29.SINDHUDURG, 2010-11,Kharif     ,1100,500,0.45
, 2011-12,Kharif     ,1100,1100,1.00
, 2012-13,Kharif     ,400,200,0.50
, 2013-14,Kharif     ,200,100,0.50
, 2014-15,Kharif     ,300,200,0.67
, 2015-16,Kharif     ,500,300,0.60
, 2016-17,Kharif     ,300,200,0.67
, 2017-18,Kharif     ,400,200,0.50
, 2018-19,Kharif     ,239,120,0.50
 30.SOLAPUR, 2010-11,Kharif     ,6300,2900,0.46
, 2011-12,Kharif     ,800,200,0.25
, 2012-13,Kharif     ,1300,100,0.08
, 2013-14,Kharif     ,4200,1300,0.31
, 2014-15,Kharif     ,2000,500,0.25
, 2015-16,Kharif     ,15900,3700,0.23
, 2016-17,Kharif     ,1500,420,0.28
, 2017-18,Kharif     ,2600,550,0.21
, 2018-19,Kharif     ,350,71,0.20
 31.THANE, 2010-11,Kharif     ,1600,700,0.44
, 2011-12,Kharif     ,1500,1300,0.87
, 2012-13,Kharif     ,200,200,1.00
, 2013-14,Kharif     ,400,300,0.75
, 2014-15,Kharif     ,100,100,1.00
, 2015-16,Kharif     ,100,100,1.00
, 2018-19,Kharif     ,16,9,0.56
 32.WARDHA, 2010-11,Kharif     ,100,40,0.40
, 2011-12,Kharif     ,100,30,0.30
 33.WASHIM, 2010-11,Kharif     ,100,100,1.00
, 2011-12,Kharif     ,100,100,1.00
, 2012-13,Kharif     ,100,100,1.00
, 2013-14,Kharif     ,1600,1000,0.63
, 2014-15,Kharif     ,400,200,0.50
, 2016-17,Kharif     ,100,40,0.40
, 2017-18,Kharif     ,2,1,0.40
, 2018-19,Kharif     ,2266,906,0.40
Total - Other Kharif pulses,,,837542.00,360800,0.43
other oilseeds,,,,,
 1.AHMEDNAGAR, 2015-16,Rabi       ,4,1,0.13
 2.AMRAVATI, 2017-18,Summer     ,20,4,0.20
, 2018-19,Summer     ,22,4,0.18
 3.AURANGABAD, 2015-16,Rabi       ,400,40,0.10
, 2018-19,Kharif     ,222,33,0.15
 4.BEED, 2015-16,Rabi       ,130,20,0.15
, 2018-19,Kharif     ,576,92,0.16
 5.BHANDARA, 2015-16,Rabi       ,130,10,0.08
 6.BULDHANA, 2015-16,Rabi       ,100,100,1.00
, 2016-17,Summer     ,80,10,0.13
, 2017-18,Summer     ,590,120,0.20
, 2018-19,Kharif     ,335,168,0.50
,,Summer     ,60,11,0.18
,,Total,395,179,0.45
 7.CHANDRAPUR, 2015-16,Rabi       ,700,300,0.43
 8.DHULE, 2018-19,Kharif     ,28,13,0.46
 9.GADCHIROLI, 2015-16,Rabi       ,900,200,0.22
,,Summer     ,5,,0.00
,,Total,905,200,0.22
, 2016-17,Summer     ,18,4,0.22
 10.GONDIA, 2015-16,Rabi       ,60,10,0.17
 11.HINGOLI, 2015-16,Rabi       ,410,20,0.05
, 2018-19,Kharif     ,266,88,0.33
 12.JALGAON, 2015-16,Rabi       ,100,60,0.60
,,Summer     ,100,40,0.40
,,Total,200,100,0.50
, 2018-19,Kharif     ,939,282,0.30
 13.JALNA, 2018-19,Kharif     ,136,19,0.14
 14.KOLHAPUR, 2015-16,Summer     ,100,200,2.00
, 2016-17,Summer     ,160,80,0.50
, 2017-18,Summer     ,3,15,5.00
 15.LATUR, 2015-16,Rabi       ,570,40,0.07
, 2018-19,Kharif     ,638,134,0.21
 16.NAGPUR, 2015-16,Rabi       ,500,200,0.40
,,Summer     ,2,,0.00
,,Total,502,200,0.40
, 2018-19,Kharif     ,98,25,0.26
 17.NANDED, 2015-16,Rabi       ,50,,0.00
, 2018-19,Kharif     ,14,3,0.21
 18.NANDURBAR, 2015-16,Rabi       ,1600,300,0.19
,,Summer     ,100,100,1.00
,,Total,1700,400,0.24
, 2016-17,Summer     ,20,9,0.45
, 2017-18,Summer     ,6,36,6.00
, 2018-19,Kharif     ,175,44,0.25
 19.NASHIK, 2015-16,Rabi       ,300,100,0.33
, 2018-19,Kharif     ,1805,803,0.44
 20.OSMANABAD, 2015-16,Rabi       ,1020,60,0.06
, 2018-19,Kharif     ,1988,378,0.19
 21.PALGHAR, 2015-16,Rabi       ,10,10,1.00
 22.PARBHANI, 2018-19,Kharif     ,348,93,0.27
 23.PUNE, 2015-16,Rabi       ,500,100,0.20
, 2018-19,Kharif     ,3,1,0.33
 24.RAIGAD, 2015-16,Rabi       ,300,200,0.67
 25.RATNAGIRI, 2015-16,Rabi       ,100,,0.00
, 2018-19,Kharif     ,12,4,0.33
 26.SANGLI, 2018-19,Kharif     ,43,7,0.16
,,Summer     ,1,,0.00
,,Total,44,7,0.16
 27.SATARA, 2015-16,Rabi       ,100,13,0.13
, 2018-19,Kharif     ,102,20,0.20
 28.SINDHUDURG, 2015-16,Rabi       ,700,500,0.71
 29.SOLAPUR, 2015-16,Rabi       ,100,10,0.10
, 2018-19,Kharif     ,3249,975,0.30
 30.THANE, 2015-16,Rabi       ,10,10,1.00
 31.WARDHA, 2015-16,Rabi       ,60,20,0.33
 32.WASHIM, 2015-16,Rabi       ,300,40,0.13
, 2016-17,Summer     ,3,1,0.33
, 2017-18,Summer     ,2,0,0.20
, 2018-19,Kharif     ,1557,467,0.30
Total - other oilseeds,,,22980.00,6647,0.29
Other Summer Pulses,,,,,
 1.AHMEDNAGAR, 2016-17,Summer     ,100,100,1.00
, 2017-18,Summer     ,20,4,0.20
, 2018-19,Summer     ,17,17,1.00
 2.AMRAVATI, 2016-17,Summer     ,400,200,0.50
, 2017-18,Summer     ,1300,400,0.31
, 2018-19,Summer     ,1290,390,0.30
 3.AURANGABAD, 2016-17,Summer     ,10,10,1.00
 4.BHANDARA, 2016-17,Summer     ,100,50,0.50
, 2017-18,Summer     ,101,15,0.15
, 2018-19,Summer     ,60,10,0.17
 5.BULDHANA, 2016-17,Summer     ,30,20,0.67
, 2017-18,Summer     ,30,10,0.33
, 2018-19,Summer     ,15,5,0.30
 6.CHANDRAPUR, 2016-17,Summer     ,50,20,0.40
, 2017-18,Summer     ,30,12,0.40
, 2018-19,Summer     ,10,6,0.60
 7.GADCHIROLI, 2016-17,Summer     ,20,10,0.50
, 2017-18,Summer     ,44,9,0.20
 8.GONDIA, 2016-17,Summer     ,10,3,0.30
, 2017-18,Summer     ,10,4,0.40
, 2018-19,Summer     ,10,4,0.40
 9.JALGAON, 2017-18,Summer     ,120,53,0.44
 10.JALNA, 2016-17,Summer     ,10,10,1.00
 11.KOLHAPUR, 2016-17,Summer     ,300,300,1.00
, 2017-18,Summer     ,40,22,0.55
, 2018-19,Summer     ,30,10,0.33
 12.NAGPUR, 2016-17,Summer     ,20,10,0.50
, 2017-18,Summer     ,41,14,0.34
 13.NANDURBAR, 2016-17,Summer     ,400,300,0.75
, 2017-18,Summer     ,300,100,0.33
, 2018-19,Summer     ,360,150,0.42
 14.NASHIK, 2017-18,Summer     ,14,6,0.43
, 2018-19,Summer     ,13,10,0.77
 15.PUNE, 2016-17,Summer     ,100,100,1.00
 16.SOLAPUR, 2016-17,Summer     ,100,100,1.00
, 2017-18,Summer     ,6,1,0.17
 17.WASHIM, 2016-17,Summer     ,500,200,0.40
, 2017-18,Summer     ,28,11,0.39
, 2018-19,Summer     ,120,30,0.25
 18.YAVATMAL, 2016-17,Summer     ,20,10,0.50
, 2017-18,Summer     ,80,30,0.38
, 2018-19,Summer     ,105,16,0.15
Total - Other Summer Pulses,,,6364.00,2781,0.44
Ragi,,,,,
 1.AHMEDNAGAR, 2010-11,Kharif     ,2800,2600,0.93
, 2011-12,Kharif     ,2800,3200,1.14
, 2012-13,Kharif     ,2800,3100,1.11
, 2013-14,Kharif     ,2800,3600,1.29
, 2014-15,Kharif     ,3000,3300,1.10
, 2015-16,Kharif     ,100,100,1.00
, 2016-17,Kharif     ,100,100,1.00
, 2017-18,Kharif     ,100,100,1.00
, 2018-19,Kharif     ,118,84,0.71
 2.BULDHANA, 2016-17,Kharif     ,5,3,0.60
 3.DHULE, 2010-11,Kharif     ,3000,3600,1.20
, 2011-12,Kharif     ,800,600,0.75
, 2012-13,Kharif     ,800,1100,1.38
, 2013-14,Kharif     ,800,1300,1.63
, 2014-15,Kharif     ,1000,1300,1.30
, 2015-16,Kharif     ,1100,500,0.45
, 2016-17,Kharif     ,1800,2000,1.11
, 2017-18,Kharif     ,1600,2200,1.38
, 2018-19,Kharif     ,1570,1042,0.66
 4.KOLHAPUR, 2010-11,Kharif     ,21900,40700,1.86
, 2011-12,Kharif     ,21400,31100,1.45
, 2012-13,Kharif     ,21900,35500,1.62
, 2013-14,Kharif     ,21900,32900,1.50
, 2014-15,Kharif     ,21200,33900,1.60
, 2015-16,Kharif     ,20800,27300,1.31
, 2016-17,Kharif     ,21700,36100,1.66
, 2017-18,Kharif     ,21300,34000,1.60
, 2018-19,Kharif     ,19332,31077,1.61
 5.NANDURBAR, 2010-11,Kharif     ,400,200,0.50
, 2015-16,Kharif     ,100,0,0.00
, 2016-17,Kharif     ,20,20,1.00
, 2017-18,Kharif     ,17,10,0.59
, 2018-19,Kharif     ,27,23,0.85
 6.NASHIK, 2010-11,Kharif     ,27500,12300,0.45
, 2011-12,Kharif     ,40000,36300,0.91
, 2012-13,Kharif     ,35900,35400,0.99
, 2013-14,Kharif     ,35900,33800,0.94
, 2014-15,Kharif     ,28500,19000,0.67
, 2015-16,Kharif     ,25500,19400,0.76
, 2016-17,Kharif     ,25500,23400,0.92
, 2017-18,Kharif     ,26000,19000,0.73
, 2018-19,Kharif     ,20703,18010,0.87
 7.PALGHAR, 2014-15,Kharif     ,10100,7000,0.69
, 2015-16,Kharif     ,11000,8700,0.79
, 2016-17,Kharif     ,11300,10500,0.93
, 2017-18,Kharif     ,11300,10500,0.93
, 2018-19,Kharif     ,6800,4813,0.71
 8.PUNE, 2010-11,Kharif     ,9400,8600,0.91
, 2011-12,Kharif     ,10300,11900,1.16
, 2012-13,Kharif     ,10600,11700,1.10
, 2013-14,Kharif     ,10600,13600,1.28
, 2014-15,Kharif     ,12100,13200,1.09
, 2015-16,Kharif     ,3200,2700,0.84
, 2016-17,Kharif     ,3500,2900,0.83
, 2017-18,Kharif     ,2700,2200,0.81
, 2018-19,Kharif     ,2479,1767,0.71
 9.RAIGAD, 2010-11,Kharif     ,10800,8300,0.77
, 2011-12,Kharif     ,11100,9500,0.86
, 2012-13,Kharif     ,11100,9100,0.82
, 2013-14,Kharif     ,11100,9400,0.85
, 2014-15,Kharif     ,8100,7700,0.95
, 2015-16,Kharif     ,7200,7200,1.00
, 2016-17,Kharif     ,6800,5600,0.82
, 2017-18,Kharif     ,6700,5300,0.79
, 2018-19,Kharif     ,4714,4360,0.92
 10.RATNAGIRI, 2010-11,Kharif     ,17000,20700,1.22
, 2011-12,Kharif     ,17200,23400,1.36
, 2012-13,Kharif     ,16100,21300,1.32
, 2013-14,Kharif     ,16100,21900,1.36
, 2014-15,Kharif     ,16100,21400,1.33
, 2015-16,Kharif     ,13500,16100,1.19
, 2016-17,Kharif     ,13600,19200,1.41
, 2017-18,Kharif     ,14200,21400,1.51
, 2018-19,Kharif     ,14676,21351,1.45
 11.SANGLI, 2010-11,Kharif     ,100,200,2.00
, 2011-12,Kharif     ,100,100,1.00
 12.SATARA, 2010-11,Kharif     ,8100,8800,1.09
, 2011-12,Kharif     ,7400,7900,1.07
, 2012-13,Kharif     ,8000,7000,0.88
, 2013-14,Kharif     ,8000,9200,1.15
, 2014-15,Kharif     ,6600,6700,1.02
, 2015-16,Kharif     ,6800,7200,1.06
, 2016-17,Kharif     ,4500,4400,0.98
, 2017-18,Kharif     ,4500,5100,1.13
, 2018-19,Kharif     ,5361,5682,1.06
 13.SINDHUDURG, 2010-11,Kharif     ,3200,3500,1.09
, 2011-12,Kharif     ,3200,3400,1.06
, 2012-13,Kharif     ,3200,3700,1.16
, 2013-14,Kharif     ,3200,5200,1.63
, 2014-15,Kharif     ,2400,3800,1.58
, 2015-16,Kharif     ,2100,3500,1.67
, 2016-17,Kharif     ,1800,3200,1.78
, 2017-18,Kharif     ,1800,2600,1.44
, 2018-19,Kharif     ,1832,2884,1.57
 14.SOLAPUR, 2016-17,Kharif     ,100,50,0.50
 15.THANE, 2010-11,Kharif     ,15800,8000,0.51
, 2011-12,Kharif     ,16000,10400,0.65
, 2012-13,Kharif     ,14100,11100,0.79
, 2013-14,Kharif     ,14100,11400,0.81
, 2014-15,Kharif     ,2500,1700,0.68
, 2015-16,Kharif     ,300,200,0.67
, 2016-17,Kharif     ,2100,3600,1.71
, 2017-18,Kharif     ,2600,4000,1.54
, 2018-19,Kharif     ,2685,2379,0.89
Total - Ragi,,,968539.00,1059455,1.09
Rapeseed &Mustard,,,,,
 1.AHMEDNAGAR, 2016-17,Rabi       ,13,2,0.15
, 2017-18,Rabi       ,214,91,0.43
 2.AKOLA, 2016-17,Rabi       ,100,40,0.40
 3.AMRAVATI, 2010-11,Rabi       ,300,100,0.33
, 2011-12,Rabi       ,2200,600,0.27
, 2017-18,Rabi       ,900,360,0.40
 4.AURANGABAD, 2016-17,Rabi       ,900,200,0.22
, 2017-18,Rabi       ,100,23,0.23
 5.BEED, 2010-11,Rabi       ,400,100,0.25
, 2011-12,Rabi       ,300,100,0.33
, 2012-13,Rabi       ,400,100,0.25
, 2016-17,Rabi       ,100,40,0.40
, 2017-18,Rabi       ,20,10,0.50
 6.BHANDARA, 2010-11,Rabi       ,300,100,0.33
, 2011-12,Rabi       ,300,100,0.33
, 2012-13,Rabi       ,400,100,0.25
, 2016-17,Rabi       ,200,100,0.50
, 2017-18,Rabi       ,200,27,0.14
 7.BULDHANA, 2011-12,Rabi       ,2800,800,0.29
, 2016-17,Rabi       ,100,40,0.40
, 2017-18,Rabi       ,700,300,0.43
 8.CHANDRAPUR, 2010-11,Rabi       ,300,200,0.67
, 2011-12,Rabi       ,200,100,0.50
, 2012-13,Rabi       ,600,200,0.33
, 2016-17,Rabi       ,400,200,0.50
, 2017-18,Rabi       ,13,3,0.23
 9.DHULE, 2010-11,Rabi       ,500,200,0.40
, 2011-12,Rabi       ,1600,600,0.38
 10.GADCHIROLI, 2010-11,Rabi       ,900,300,0.33
, 2011-12,Rabi       ,800,200,0.25
, 2012-13,Rabi       ,700,200,0.29
, 2016-17,Rabi       ,800,400,0.50
, 2017-18,Rabi       ,800,200,0.25
 11.GONDIA, 2010-11,Rabi       ,300,100,0.33
, 2011-12,Rabi       ,200,100,0.50
, 2012-13,Rabi       ,300,100,0.33
, 2016-17,Rabi       ,100,20,0.20
